@timestamp,_id,_index,_score,agent.ephemeral_id,agent.hostname,agent.id,agent.name,agent.type,agent.version,ecs.version,error.message,event.action,event.category,event.dataset,event.id,event.kind,event.module,event.origin,event.outcome,event.type,file.ctime,file.extension,file.gid,file.group,file.hash.sha1,file.inode,file.mime_type,file.mode,file.mtime,file.owner,file.path,file.path.text,file.setgid,file.setuid,file.size,file.target_path,file.target_path.text,file.type,file.uid,host.architecture,host.containerized,host.hostname,host.id,host.ip,host.mac,host.name,host.os.codename,host.os.family,host.os.kernel,host.os.name,host.os.name.text,host.os.platform,host.os.type,host.os.version,message,process.args,process.entity_id,process.executable,process.executable.text,process.hash.sha1,process.name,process.name.text,process.parent.pid,process.pid,process.start,process.working_directory,process.working_directory.text,related.ip,related.user,service.type,source.ip,system.audit.host.architecture,system.audit.host.boottime,system.audit.host.containerized,system.audit.host.hostname,system.audit.host.id,system.audit.host.ip,system.audit.host.mac,system.audit.host.os.codename,system.audit.host.os.family,system.audit.host.os.kernel,system.audit.host.os.name,system.audit.host.os.platform,system.audit.host.os.type,system.audit.host.os.version,system.audit.host.timezone.name,system.audit.host.timezone.offset.sec,system.audit.host.uptime,system.audit.user.dir,system.audit.user.gid,system.audit.user.group.gid,system.audit.user.group.id,system.audit.user.group.name,system.audit.user.name,system.audit.user.password.last_changed,system.audit.user.password.type,system.audit.user.shell,system.audit.user.uid,system.audit.user.user_information,user.effective.group.id,user.effective.id,user.entity_id,user.group.id,user.group.name,user.id,user.name,user.name.text,user.saved.group.id,user.saved.id,user.terminal,,,,,,,,,
"Oct 22, 2022 @ 13:30:59.376",JMcs_oMBlM6FNcp7TneP,.ds-auditbeat-8.3.3-2022.10.22-000001,-,3ff4304d-7b0e-40ae-974b-3f23b7638303,6d29bb3e3d3e,80c7a149-a4fc-4652-ad9f-26d83efdbce9,6d29bb3e3d3e,auditbeat,8.3.3,8.0.0,-,initial_scan,file,file,-,event,file_integrity,info,"Oct 14, 2022 @ 16:49:56.780",-,0,root,a2a16c6bbb52a1e8a74019e8ba9623b968031552,1190702,-,755,"Jul 27, 2022 @ 00:14:25.000",root,/usr/bin/mysqld_safe,/usr/bin/mysqld_safe,-,-,"29,137",-,-,file,0,x86_64,TRUE,6d29bb3e3d3e,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",6d29bb3e3d3e,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),-,-,-,-,-,-,-,-,-,-,-,-,-,-,file_integrity,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 22, 2022 @ 13:30:59.376",Jccs_oMBlM6FNcp7TneP,.ds-auditbeat-8.3.3-2022.10.22-000001,-,3ff4304d-7b0e-40ae-974b-3f23b7638303,6d29bb3e3d3e,80c7a149-a4fc-4652-ad9f-26d83efdbce9,6d29bb3e3d3e,auditbeat,8.3.3,8.0.0,-,initial_scan,file,file,-,event,file_integrity,info,"Oct 14, 2022 @ 16:49:56.824",-,0,root,35f9a427b6ce2466ce588284d1eb2c4b97f74ff4,1190703,application/x-executable,755,"Jul 27, 2022 @ 00:14:25.000",root,/usr/bin/mysqldump,/usr/bin/mysqldump,-,-,"6,871,648",-,-,file,0,x86_64,TRUE,6d29bb3e3d3e,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",6d29bb3e3d3e,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),-,-,-,-,-,-,-,-,-,-,-,-,-,-,file_integrity,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 22, 2022 @ 13:30:59.373",I8cs_oMBlM6FNcp7TneP,.ds-auditbeat-8.3.3-2022.10.22-000001,-,3ff4304d-7b0e-40ae-974b-3f23b7638303,6d29bb3e3d3e,80c7a149-a4fc-4652-ad9f-26d83efdbce9,6d29bb3e3d3e,auditbeat,8.3.3,8.0.0,-,initial_scan,file,file,-,event,file_integrity,info,"Oct 14, 2022 @ 16:49:56.780",-,0,root,ed96c34b345c9baa7f343a05ea580f5978dbf9d1,1190701,-,755,"Jul 27, 2022 @ 00:14:25.000",root,/usr/bin/mysqld_multi,/usr/bin/mysqld_multi,-,-,"27,317",-,-,file,0,x86_64,TRUE,6d29bb3e3d3e,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",6d29bb3e3d3e,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),-,-,-,-,-,-,-,-,-,-,-,-,-,-,file_integrity,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 22, 2022 @ 13:30:59.109",Iscs_oMBlM6FNcp7TneP,.ds-auditbeat-8.3.3-2022.10.22-000001,-,3ff4304d-7b0e-40ae-974b-3f23b7638303,6d29bb3e3d3e,80c7a149-a4fc-4652-ad9f-26d83efdbce9,6d29bb3e3d3e,auditbeat,8.3.3,8.0.0,-,initial_scan,file,file,-,event,file_integrity,info,"Oct 14, 2022 @ 16:49:56.776",-,0,root,e7ba023065416dd7cbadbe8702bc4d1124521871,1190700,application/x-executable,755,"Jul 27, 2022 @ 00:14:25.000",root,/usr/bin/mysqlcheck,/usr/bin/mysqlcheck,-,-,"6,791,936",-,-,file,0,x86_64,TRUE,6d29bb3e3d3e,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",6d29bb3e3d3e,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),-,-,-,-,-,-,-,-,-,-,-,-,-,-,file_integrity,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 22, 2022 @ 13:30:58.812",IMcs_oMBlM6FNcp7SndU,.ds-auditbeat-8.3.3-2022.10.22-000001,-,3ff4304d-7b0e-40ae-974b-3f23b7638303,6d29bb3e3d3e,80c7a149-a4fc-4652-ad9f-26d83efdbce9,6d29bb3e3d3e,auditbeat,8.3.3,8.0.0,-,initial_scan,file,file,-,event,file_integrity,info,"Oct 14, 2022 @ 16:49:56.708",-,0,root,-,1190698,-,777,"Jul 27, 2022 @ 00:14:25.000",root,/usr/bin/mysqlanalyze,/usr/bin/mysqlanalyze,-,-,-,/usr/bin/mysqlcheck,/usr/bin/mysqlcheck,symlink,0,x86_64,TRUE,6d29bb3e3d3e,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",6d29bb3e3d3e,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),-,-,-,-,-,-,-,-,-,-,-,-,-,-,file_integrity,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 22, 2022 @ 13:30:58.812",Iccs_oMBlM6FNcp7TneP,.ds-auditbeat-8.3.3-2022.10.22-000001,-,3ff4304d-7b0e-40ae-974b-3f23b7638303,6d29bb3e3d3e,80c7a149-a4fc-4652-ad9f-26d83efdbce9,6d29bb3e3d3e,auditbeat,8.3.3,8.0.0,-,initial_scan,file,file,-,event,file_integrity,info,"Oct 14, 2022 @ 16:49:56.744",-,0,root,94c895fadf44a239eb8fc860914d3c97ba2ad955,1190699,application/x-executable,755,"Jul 27, 2022 @ 00:14:25.000",root,/usr/bin/mysqlbinlog,/usr/bin/mysqlbinlog,-,-,"7,067,968",-,-,file,0,x86_64,TRUE,6d29bb3e3d3e,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",6d29bb3e3d3e,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),-,-,-,-,-,-,-,-,-,-,-,-,-,-,file_integrity,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 22, 2022 @ 13:30:58.609",H8cs_oMBlM6FNcp7SndU,.ds-auditbeat-8.3.3-2022.10.22-000001,-,3ff4304d-7b0e-40ae-974b-3f23b7638303,6d29bb3e3d3e,80c7a149-a4fc-4652-ad9f-26d83efdbce9,6d29bb3e3d3e,auditbeat,8.3.3,8.0.0,-,initial_scan,file,file,-,event,file_integrity,info,"Oct 14, 2022 @ 16:49:56.708",-,0,root,8b31e5ce18f7deaf3c4a5165f569f207a09c69af,1190697,application/x-executable,755,"Jul 27, 2022 @ 00:14:25.000",root,/usr/bin/mysqladmin,/usr/bin/mysqladmin,-,-,"6,791,232",-,-,file,0,x86_64,TRUE,6d29bb3e3d3e,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",6d29bb3e3d3e,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),-,-,-,-,-,-,-,-,-,-,-,-,-,-,file_integrity,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 22, 2022 @ 13:30:58.466",Hscs_oMBlM6FNcp7SndU,.ds-auditbeat-8.3.3-2022.10.22-000001,-,3ff4304d-7b0e-40ae-974b-3f23b7638303,6d29bb3e3d3e,80c7a149-a4fc-4652-ad9f-26d83efdbce9,6d29bb3e3d3e,auditbeat,8.3.3,8.0.0,-,initial_scan,file,file,-,event,file_integrity,info,"Oct 14, 2022 @ 16:49:56.668",-,0,root,1a13086b2c6c78da645c3ebc80038e1e0d4f44d8,1190696,application/x-executable,755,"Jul 27, 2022 @ 00:14:25.000",root,/usr/bin/mysql_upgrade,/usr/bin/mysql_upgrade,-,-,"6,846,624",-,-,file,0,x86_64,TRUE,6d29bb3e3d3e,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",6d29bb3e3d3e,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),-,-,-,-,-,-,-,-,-,-,-,-,-,-,file_integrity,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 22, 2022 @ 13:30:58.458",Hccs_oMBlM6FNcp7SndU,.ds-auditbeat-8.3.3-2022.10.22-000001,-,3ff4304d-7b0e-40ae-974b-3f23b7638303,6d29bb3e3d3e,80c7a149-a4fc-4652-ad9f-26d83efdbce9,6d29bb3e3d3e,auditbeat,8.3.3,8.0.0,-,initial_scan,file,file,-,event,file_integrity,info,"Oct 14, 2022 @ 16:49:56.636",-,0,root,bee093a0dafff5121eaef5e947dd07200ac4774f,1190695,application/x-executable,755,"Jul 27, 2022 @ 00:14:25.000",root,/usr/bin/mysql_tzinfo_to_sql,/usr/bin/mysql_tzinfo_to_sql,-,-,"76,712",-,-,file,0,x86_64,TRUE,6d29bb3e3d3e,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",6d29bb3e3d3e,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),-,-,-,-,-,-,-,-,-,-,-,-,-,-,file_integrity,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 22, 2022 @ 13:30:58.457",HMcs_oMBlM6FNcp7SndU,.ds-auditbeat-8.3.3-2022.10.22-000001,-,3ff4304d-7b0e-40ae-974b-3f23b7638303,6d29bb3e3d3e,80c7a149-a4fc-4652-ad9f-26d83efdbce9,6d29bb3e3d3e,auditbeat,8.3.3,8.0.0,-,initial_scan,file,file,-,event,file_integrity,info,"Oct 14, 2022 @ 16:49:56.636",-,0,root,2a5352daa933d6700769c72861b1282303dae308,1190694,application/x-executable,755,"Jul 27, 2022 @ 00:14:25.000",root,/usr/bin/mysql_ssl_rsa_setup,/usr/bin/mysql_ssl_rsa_setup,-,-,"195,480",-,-,file,0,x86_64,TRUE,6d29bb3e3d3e,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",6d29bb3e3d3e,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),-,-,-,-,-,-,-,-,-,-,-,-,-,-,file_integrity,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 22, 2022 @ 13:30:58.354",G8cs_oMBlM6FNcp7SndU,.ds-auditbeat-8.3.3-2022.10.22-000001,-,3ff4304d-7b0e-40ae-974b-3f23b7638303,6d29bb3e3d3e,80c7a149-a4fc-4652-ad9f-26d83efdbce9,6d29bb3e3d3e,auditbeat,8.3.3,8.0.0,-,initial_scan,file,file,-,event,file_integrity,info,"Oct 14, 2022 @ 16:49:56.632",-,0,root,fe944be775b807f37a18903ac8dc08df82b91ae8,1190693,application/x-executable,755,"Jul 27, 2022 @ 00:14:25.000",root,/usr/bin/mysql_secure_installation,/usr/bin/mysql_secure_installation,-,-,"6,767,184",-,-,file,0,x86_64,TRUE,6d29bb3e3d3e,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",6d29bb3e3d3e,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),-,-,-,-,-,-,-,-,-,-,-,-,-,-,file_integrity,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 22, 2022 @ 13:30:58.208",Gscs_oMBlM6FNcp7SndU,.ds-auditbeat-8.3.3-2022.10.22-000001,-,3ff4304d-7b0e-40ae-974b-3f23b7638303,6d29bb3e3d3e,80c7a149-a4fc-4652-ad9f-26d83efdbce9,6d29bb3e3d3e,auditbeat,8.3.3,8.0.0,-,initial_scan,file,file,-,event,file_integrity,info,"Oct 14, 2022 @ 16:49:56.600",-,0,root,6e4d0939d151d8c0e7be4fa1d2e05cc0fcb587c7,1190692,application/x-executable,755,"Jul 27, 2022 @ 00:14:25.000",root,/usr/bin/mysql_migrate_keyring,/usr/bin/mysql_migrate_keyring,-,-,"6,834,048",-,-,file,0,x86_64,TRUE,6d29bb3e3d3e,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",6d29bb3e3d3e,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),-,-,-,-,-,-,-,-,-,-,-,-,-,-,file_integrity,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 22, 2022 @ 13:30:58.197",Gccs_oMBlM6FNcp7SndU,.ds-auditbeat-8.3.3-2022.10.22-000001,-,3ff4304d-7b0e-40ae-974b-3f23b7638303,6d29bb3e3d3e,80c7a149-a4fc-4652-ad9f-26d83efdbce9,6d29bb3e3d3e,auditbeat,8.3.3,8.0.0,-,initial_scan,file,file,-,event,file_integrity,info,"Oct 14, 2022 @ 16:49:56.564",-,0,root,8b83cf8085f5854f12b678434a4dc9405e4e4946,1190691,application/x-executable,755,"Jul 27, 2022 @ 00:14:25.000",root,/usr/bin/mysql_config_editor,/usr/bin/mysql_config_editor,-,-,"156,704",-,-,file,0,x86_64,TRUE,6d29bb3e3d3e,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",6d29bb3e3d3e,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),-,-,-,-,-,-,-,-,-,-,-,-,-,-,file_integrity,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 22, 2022 @ 13:30:58.025",GMcs_oMBlM6FNcp7SndU,.ds-auditbeat-8.3.3-2022.10.22-000001,-,3ff4304d-7b0e-40ae-974b-3f23b7638303,6d29bb3e3d3e,80c7a149-a4fc-4652-ad9f-26d83efdbce9,6d29bb3e3d3e,auditbeat,8.3.3,8.0.0,-,initial_scan,file,file,-,event,file_integrity,info,"Oct 14, 2022 @ 16:49:56.564",-,0,root,21c3a1cbc8c46f56158abcc3aa4cec64dbbccc08,1190690,application/x-executable,755,"Jul 27, 2022 @ 00:14:25.000",root,/usr/bin/mysql,/usr/bin/mysql,-,-,"6,953,048",-,-,file,0,x86_64,TRUE,6d29bb3e3d3e,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",6d29bb3e3d3e,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),-,-,-,-,-,-,-,-,-,-,-,-,-,-,file_integrity,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 22, 2022 @ 13:30:57.831",F8cs_oMBlM6FNcp7SndU,.ds-auditbeat-8.3.3-2022.10.22-000001,-,3ff4304d-7b0e-40ae-974b-3f23b7638303,6d29bb3e3d3e,80c7a149-a4fc-4652-ad9f-26d83efdbce9,6d29bb3e3d3e,auditbeat,8.3.3,8.0.0,-,initial_scan,file,file,-,event,file_integrity,info,"Oct 14, 2022 @ 16:49:56.528",-,0,root,93bb72b5e000ba97b48b2e71e4358ba1ff0fcfde,1190689,application/x-executable,755,"Jul 27, 2022 @ 00:14:25.000",root,/usr/bin/myisampack,/usr/bin/myisampack,-,-,"6,719,712",-,-,file,0,x86_64,TRUE,6d29bb3e3d3e,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",6d29bb3e3d3e,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),-,-,-,-,-,-,-,-,-,-,-,-,-,-,file_integrity,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 22, 2022 @ 13:30:57.633",Fscs_oMBlM6FNcp7Rndi,.ds-auditbeat-8.3.3-2022.10.22-000001,-,3ff4304d-7b0e-40ae-974b-3f23b7638303,6d29bb3e3d3e,80c7a149-a4fc-4652-ad9f-26d83efdbce9,6d29bb3e3d3e,auditbeat,8.3.3,8.0.0,-,initial_scan,file,file,-,event,file_integrity,info,"Oct 14, 2022 @ 16:49:56.496",-,0,root,e3350d88cc28cb827a844741c7883739a8a3e53b,1190688,application/x-executable,755,"Jul 27, 2022 @ 00:14:25.000",root,/usr/bin/myisamlog,/usr/bin/myisamlog,-,-,"6,693,472",-,-,file,0,x86_64,TRUE,6d29bb3e3d3e,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",6d29bb3e3d3e,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),-,-,-,-,-,-,-,-,-,-,-,-,-,-,file_integrity,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 22, 2022 @ 13:30:57.511",Fccs_oMBlM6FNcp7Rndi,.ds-auditbeat-8.3.3-2022.10.22-000001,-,3ff4304d-7b0e-40ae-974b-3f23b7638303,6d29bb3e3d3e,80c7a149-a4fc-4652-ad9f-26d83efdbce9,6d29bb3e3d3e,auditbeat,8.3.3,8.0.0,-,initial_scan,file,file,-,event,file_integrity,info,"Oct 14, 2022 @ 16:49:56.460",-,0,root,ea0e8729ecc7645d05c3954def76626603b81e22,1190687,application/x-executable,755,"Jul 27, 2022 @ 00:14:25.000",root,/usr/bin/myisamchk,/usr/bin/myisamchk,-,-,"6,871,616",-,-,file,0,x86_64,TRUE,6d29bb3e3d3e,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",6d29bb3e3d3e,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),-,-,-,-,-,-,-,-,-,-,-,-,-,-,file_integrity,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 22, 2022 @ 13:30:57.320",FMcs_oMBlM6FNcp7Rndi,.ds-auditbeat-8.3.3-2022.10.22-000001,-,3ff4304d-7b0e-40ae-974b-3f23b7638303,6d29bb3e3d3e,80c7a149-a4fc-4652-ad9f-26d83efdbce9,6d29bb3e3d3e,auditbeat,8.3.3,8.0.0,-,initial_scan,file,file,-,event,file_integrity,info,"Oct 14, 2022 @ 16:49:56.424",-,0,root,b03b64d9a416259487ffd93240d1decdab46820a,1190686,application/x-executable,755,"Jul 27, 2022 @ 00:14:25.000",root,/usr/bin/myisam_ftdump,/usr/bin/myisam_ftdump,-,-,"6,657,184",-,-,file,0,x86_64,TRUE,6d29bb3e3d3e,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",6d29bb3e3d3e,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),-,-,-,-,-,-,-,-,-,-,-,-,-,-,file_integrity,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 22, 2022 @ 13:30:57.319",E8cs_oMBlM6FNcp7Rndi,.ds-auditbeat-8.3.3-2022.10.22-000001,-,3ff4304d-7b0e-40ae-974b-3f23b7638303,6d29bb3e3d3e,80c7a149-a4fc-4652-ad9f-26d83efdbce9,6d29bb3e3d3e,auditbeat,8.3.3,8.0.0,-,initial_scan,file,file,-,event,file_integrity,info,"Oct 14, 2022 @ 16:49:56.392",-,0,root,e533d50ede8263d161b9f07490640f84fdd5b698,1190685,application/x-executable,755,"Jul 27, 2022 @ 00:14:25.000",root,/usr/bin/my_print_defaults,/usr/bin/my_print_defaults,-,-,"175,352",-,-,file,0,x86_64,TRUE,6d29bb3e3d3e,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",6d29bb3e3d3e,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),-,-,-,-,-,-,-,-,-,-,-,-,-,-,file_integrity,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 22, 2022 @ 13:30:57.317",Eccs_oMBlM6FNcp7Rndi,.ds-auditbeat-8.3.3-2022.10.22-000001,-,3ff4304d-7b0e-40ae-974b-3f23b7638303,6d29bb3e3d3e,80c7a149-a4fc-4652-ad9f-26d83efdbce9,6d29bb3e3d3e,auditbeat,8.3.3,8.0.0,-,initial_scan,file,file,-,event,file_integrity,info,"Oct 11, 2022 @ 20:10:55.955",-,0,root,673bfdbb1c5bce0e46a63b7a168af2c6a6086bc8,1181115,application/x-executable,755,"Feb 21, 2022 @ 09:49:57.000",root,/usr/bin/mountpoint,/usr/bin/mountpoint,-,-,"18,808",-,-,file,0,x86_64,TRUE,6d29bb3e3d3e,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",6d29bb3e3d3e,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),-,-,-,-,-,-,-,-,-,-,-,-,-,-,file_integrity,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oct 22, 2022 @ 13:30:57.317",Escs_oMBlM6FNcp7Rndi,.ds-auditbeat-8.3.3-2022.10.22-000001,-,3ff4304d-7b0e-40ae-974b-3f23b7638303,6d29bb3e3d3e,80c7a149-a4fc-4652-ad9f-26d83efdbce9,6d29bb3e3d3e,auditbeat,8.3.3,8.0.0,-,initial_scan,file,file,-,event,file_integrity,info,"Oct 11, 2022 @ 20:10:55.955",-,0,root,3eb835199222936ca51531856016dd9a45b7cf8c,1181116,application/x-executable,755,"Feb 8, 2022 @ 00:03:08.000",root,/usr/bin/mv,/usr/bin/mv,-,-,"137,744",-,-,file,0,x86_64,TRUE,6d29bb3e3d3e,b9675852aa3f4a66b2fe60f5613e3a16,"172.17.0.3, 192.168.0.3","02:42:ac:11:00:03, 02:42:c0:a8:00:03",6d29bb3e3d3e,jammy,debian,5.4.0-131-generic,Ubuntu,Ubuntu,ubuntu,linux,22.04.1 LTS (Jammy Jellyfish),-,-,-,-,-,-,-,-,-,-,-,-,-,-,file_integrity,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
